id;instrumento;acorde;acorde_enarmonico;tonica;tonica_pt;qualidade;formula_intervalar;variacao;afinacao_grave_para_agudo;casas_grave_para_agudo;dedos_grave_para_agudo;notas_resultantes;casa_inicial;pestana;cordas_abafadas;cordas_soltas;baixo;dificuldade;observacoes;fonte
ukulele-C#add9-1;ukulele;C#add9;Dbadd9;C#;Dó sustenido;com nona adicionada;1 3 5 9;1;G-C-E-A;6-5-4-6;3-2-1-4;C#-F-G#-D#;4;não;;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#add9-2;ukulele;C#add9;Dbadd9;C#;Dó sustenido;com nona adicionada;1 3 5 9;2;G-C-E-A;1-3-1-4;1-2-1-3;G#-D#-F-C#;1;"sim; dedo 1 na casa 1, cordas 1 a 3";;;G#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#add9-3;ukulele;C#add9;Dbadd9;C#;Dó sustenido;com nona adicionada;1 3 5 9;3;G-C-E-A;8-8-9-8;1-1-2-1;D#-G#-C#-F;8;"sim; dedo 1 na casa 8, cordas 1 a 4";;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#9-1;ukulele;C#9;Db9;C#;Dó sustenido;nona dominante;1 3 5 b7 9;1;G-C-E-A;6-5-7-6;2-1-4-3;C#-F-B-D#;5;não;;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#9-2;ukulele;C#9;Db9;C#;Dó sustenido;nona dominante;1 3 5 b7 9;2;G-C-E-A;4-3-1-4;3-2-1-4;B-D#-F-C#;1;não;;;B;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#9-3;ukulele;C#9;Db9;C#;Dó sustenido;nona dominante;1 3 5 b7 9;3;G-C-E-A;8-5-7-4;4-2-3-1;D#-F-B-C#;4;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#5-1;ukulele;C#5;Db5;C#;Dó sustenido;quinta (power chord);1 5;1;G-C-E-A;6-X-4-4;2-X-1-1;C#-X-G#-C#;4;"sim; dedo 1 na casa 4, cordas 3 a 4";2;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#5-2;ukulele;C#5;Db5;C#;Dó sustenido;quinta (power chord);1 5;2;G-C-E-A;X-1-4-4;X-1-2-3;X-C#-G#-C#;1;não;1;;C#;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#5-3;ukulele;C#5;Db5;C#;Dó sustenido;quinta (power chord);1 5;3;G-C-E-A;6-8-4-4;2-3-1-1;C#-G#-G#-C#;4;"sim; dedo 1 na casa 4, cordas 3 a 4";;;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#7b5-1;ukulele;C#7b5;Db7b5;C#;Dó sustenido;sétima com quinta diminuta;1 3 b5 b7;1;G-C-E-A;6-7-7-8;1-2-3-4;C#-G-B-F;6;não;;;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#7b5-2;ukulele;C#7b5;Db7b5;C#;Dó sustenido;sétima com quinta diminuta;1 3 b5 b7;2;G-C-E-A;6-5-3-2;4-3-2-1;C#-F-G-B;2;não;;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-C#7b5-3;ukulele;C#7b5;Db7b5;C#;Dó sustenido;sétima com quinta diminuta;1 3 b5 b7;3;G-C-E-A;0-1-1-2;0-1-1-2;G-C#-F-B;1;"sim; dedo 1 na casa 1, cordas 2 a 3";;1;G;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D-1;ukulele;D;;D;Ré;maior;1 3 5;1;G-C-E-A;X-2-2-0;X-1-1-0;X-D-F#-A;2;"sim; dedo 1 na casa 2, cordas 2 a 3";1;4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D-2;ukulele;D;;D;Ré;maior;1 3 5;2;G-C-E-A;7-6-5-0;3-2-1-0;D-F#-A-A;5;não;;4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D-3;ukulele;D;;D;Ré;maior;1 3 5;3;G-C-E-A;7-6-X-0;2-1-X-0;D-F#-X-A;6;não;3;4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dm-1;ukulele;Dm;;D;Ré;menor;1 b3 5;1;G-C-E-A;X-2-1-0;X-2-1-0;X-D-F-A;1;não;1;4;D;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dm-2;ukulele;Dm;;D;Ré;menor;1 b3 5;2;G-C-E-A;7-5-5-0;2-1-1-0;D-F-A-A;5;"sim; dedo 1 na casa 5, cordas 2 a 3";;4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dm-3;ukulele;Dm;;D;Ré;menor;1 b3 5;3;G-C-E-A;7-5-5-5;2-1-1-1;D-F-A-D;5;"sim; dedo 1 na casa 5, cordas 2 a 4";;;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D7-1;ukulele;D7;;D;Ré;sétima dominante;1 3 5 b7;1;G-C-E-A;7-6-8-0;2-1-3-0;D-F#-C-A;6;não;;4;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D7-2;ukulele;D7;;D;Ré;sétima dominante;1 3 5 b7;2;G-C-E-A;7-9-8-9;1-3-2-4;D-A-C-F#;7;não;;;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D7-3;ukulele;D7;;D;Ré;sétima dominante;1 3 5 b7;3;G-C-E-A;7-0-5-9;2-0-1-3;D-C-A-F#;5;não;;2;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dmaj7-1;ukulele;Dmaj7;;D;Ré;sétima maior;1 3 5 7;1;G-C-E-A;7-9-9-9;1-2-3-4;D-A-C#-F#;7;não;;;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dmaj7-2;ukulele;Dmaj7;;D;Ré;sétima maior;1 3 5 7;2;G-C-E-A;7-6-9-0;2-1-3-0;D-F#-C#-A;6;não;;4;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dmaj7-3;ukulele;Dmaj7;;D;Ré;sétima maior;1 3 5 7;3;G-C-E-A;7-6-5-4;4-3-2-1;D-F#-A-C#;4;não;;;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dm7-1;ukulele;Dm7;;D;Ré;menor com sétima;1 b3 5 b7;1;G-C-E-A;7-0-5-8;2-0-1-3;D-C-A-F;5;não;;2;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dm7-2;ukulele;Dm7;;D;Ré;menor com sétima;1 b3 5 b7;2;G-C-E-A;7-5-8-0;2-1-3-0;D-F-C-A;5;não;;4;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dm7-3;ukulele;Dm7;;D;Ré;menor com sétima;1 b3 5 b7;3;G-C-E-A;7-9-8-8;1-4-2-3;D-A-C-F;7;não;;;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D6-1;ukulele;D6;;D;Ré;sexta;1 3 5 6;1;G-C-E-A;7-6-7-0;2-1-3-0;D-F#-B-A;6;não;;4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D6-2;ukulele;D6;;D;Ré;sexta;1 3 5 6;2;G-C-E-A;7-9-7-9;1-2-1-3;D-A-B-F#;7;"sim; dedo 1 na casa 7, cordas 1 a 3";;;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D6-3;ukulele;D6;;D;Ré;sexta;1 3 5 6;3;G-C-E-A;2-2-2-2;1-1-1-1;A-D-F#-B;2;"sim; dedo 1 na casa 2, cordas 1 a 4";;;A;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dm6-1;ukulele;Dm6;;D;Ré;menor com sexta;1 b3 5 6;1;G-C-E-A;7-5-7-0;2-1-3-0;D-F-B-A;5;não;;4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dm6-2;ukulele;Dm6;;D;Ré;menor com sexta;1 b3 5 6;2;G-C-E-A;7-9-7-8;1-3-1-2;D-A-B-F;7;"sim; dedo 1 na casa 7, cordas 1 a 3";;;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dm6-3;ukulele;Dm6;;D;Ré;menor com sexta;1 b3 5 6;3;G-C-E-A;2-2-1-2;2-3-1-4;A-D-F-B;1;não;;;A;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Ddim-1;ukulele;Ddim;;D;Ré;diminuto;1 b3 b5;1;G-C-E-A;7-8-X-8;1-2-X-3;D-G#-X-F;7;não;3;;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Ddim-2;ukulele;Ddim;;D;Ré;diminuto;1 b3 b5;2;G-C-E-A;7-5-4-5;4-2-1-3;D-F-G#-D;4;não;;;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Ddim-3;ukulele;Ddim;;D;Ré;diminuto;1 b3 b5;3;G-C-E-A;7-8-10-8;1-2-4-3;D-G#-D-F;7;não;;;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Daug-1;ukulele;Daug;;D;Ré;aumentado;1 3 #5;1;G-C-E-A;X-2-2-1;X-2-3-1;X-D-F#-A#;1;não;1;;D;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Daug-2;ukulele;Daug;;D;Ré;aumentado;1 3 #5;2;G-C-E-A;7-6-6-5;4-2-3-1;D-F#-A#-D;5;não;;;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Daug-3;ukulele;Daug;;D;Ré;aumentado;1 3 #5;3;G-C-E-A;7-6-6-X;2-1-1-X;D-F#-A#-X;6;"sim; dedo 1 na casa 6, cordas 2 a 3";4;;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dsus2-1;ukulele;Dsus2;;D;Ré;suspenso com segunda;1 2 5;1;G-C-E-A;X-2-0-0;X-1-0-0;X-D-E-A;2;não;1;3,4;D;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dsus2-2;ukulele;Dsus2;;D;Ré;suspenso com segunda;1 2 5;2;G-C-E-A;7-X-0-0;1-X-0-0;D-X-E-A;7;não;2;3,4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dsus2-3;ukulele;Dsus2;;D;Ré;suspenso com segunda;1 2 5;3;G-C-E-A;7-9-0-0;1-2-0-0;D-A-E-A;7;não;;3,4;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dsus4-1;ukulele;Dsus4;;D;Ré;suspenso com quarta;1 4 5;1;G-C-E-A;7-7-X-0;1-1-X-0;D-G-X-A;7;"sim; dedo 1 na casa 7, cordas 1 a 2";3;4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dsus4-2;ukulele;Dsus4;;D;Ré;suspenso com quarta;1 4 5;2;G-C-E-A;X-2-3-0;X-1-2-0;X-D-G-A;2;não;1;4;D;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dsus4-3;ukulele;Dsus4;;D;Ré;suspenso com quarta;1 4 5;3;G-C-E-A;7-7-5-0;2-3-1-0;D-G-A-A;5;não;;4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dadd9-1;ukulele;Dadd9;;D;Ré;com nona adicionada;1 3 5 9;1;G-C-E-A;7-6-0-0;2-1-0-0;D-F#-E-A;6;não;;3,4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dadd9-2;ukulele;Dadd9;;D;Ré;com nona adicionada;1 3 5 9;2;G-C-E-A;7-9-0-9;1-2-0-3;D-A-E-F#;7;não;;3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-Dadd9-3;ukulele;Dadd9;;D;Ré;com nona adicionada;1 3 5 9;3;G-C-E-A;7-6-5-7;3-2-1-4;D-F#-A-E;5;não;;;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D9-1;ukulele;D9;;D;Ré;nona dominante;1 3 5 b7 9;1;G-C-E-A;7-0-0-9;1-0-0-2;D-C-E-F#;7;não;;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D9-2;ukulele;D9;;D;Ré;nona dominante;1 3 5 b7 9;2;G-C-E-A;7-6-8-7;2-1-4-3;D-F#-C-E;6;não;;;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D9-3;ukulele;D9;;D;Ré;nona dominante;1 3 5 b7 9;3;G-C-E-A;7-6-0-3;3-2-0-1;D-F#-E-C;3;não;;3;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D5-1;ukulele;D5;;D;Ré;quinta (power chord);1 5;1;G-C-E-A;7-X-5-0;2-X-1-0;D-X-A-A;5;não;2;4;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D5-2;ukulele;D5;;D;Ré;quinta (power chord);1 5;2;G-C-E-A;7-9-10-0;1-2-3-0;D-A-D-A;7;não;;4;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D5-3;ukulele;D5;;D;Ré;quinta (power chord);1 5;3;G-C-E-A;7-9-X-0;1-2-X-0;D-A-X-A;7;não;3;4;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D7b5-1;ukulele;D7b5;;D;Ré;sétima com quinta diminuta;1 3 b5 b7;1;G-C-E-A;7-8-8-9;1-2-3-4;D-G#-C-F#;7;não;;;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D7b5-2;ukulele;D7b5;;D;Ré;sétima com quinta diminuta;1 3 b5 b7;2;G-C-E-A;7-6-4-3;4-3-2-1;D-F#-G#-C;3;não;;;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D7b5-3;ukulele;D7b5;;D;Ré;sétima com quinta diminuta;1 3 b5 b7;3;G-C-E-A;1-2-2-3;1-2-3-4;G#-D-F#-C;1;não;;;G#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#-1;ukulele;D#;Eb;D#;Ré sustenido;maior;1 3 5;1;G-C-E-A;8-7-6-6;3-2-1-1;D#-G-A#-D#;6;"sim; dedo 1 na casa 6, cordas 3 a 4";;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#-2;ukulele;D#;Eb;D#;Ré sustenido;maior;1 3 5;2;G-C-E-A;X-3-3-1;X-2-3-1;X-D#-G-A#;1;não;1;;D#;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#-3;ukulele;D#;Eb;D#;Ré sustenido;maior;1 3 5;3;G-C-E-A;8-7-6-X;3-2-1-X;D#-G-A#-X;6;não;4;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#m-1;ukulele;D#m;Ebm;D#;Ré sustenido;menor;1 b3 5;1;G-C-E-A;8-6-6-6;2-1-1-1;D#-F#-A#-D#;6;"sim; dedo 1 na casa 6, cordas 2 a 4";;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#m-2;ukulele;D#m;Ebm;D#;Ré sustenido;menor;1 b3 5;2;G-C-E-A;X-3-2-1;X-3-2-1;X-D#-F#-A#;1;não;1;;D#;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#m-3;ukulele;D#m;Ebm;D#;Ré sustenido;menor;1 b3 5;3;G-C-E-A;8-6-6-9;2-1-1-3;D#-F#-A#-F#;6;"sim; dedo 1 na casa 6, cordas 2 a 3";;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#7-1;ukulele;D#7;Eb7;D#;Ré sustenido;sétima dominante;1 3 5 b7;1;G-C-E-A;8-10-9-10;1-3-2-4;D#-A#-C#-G;8;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#7-2;ukulele;D#7;Eb7;D#;Ré sustenido;sétima dominante;1 3 5 b7;2;G-C-E-A;3-3-3-4;1-1-1-2;A#-D#-G-C#;3;"sim; dedo 1 na casa 3, cordas 1 a 3";;;A#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#7-3;ukulele;D#7;Eb7;D#;Ré sustenido;sétima dominante;1 3 5 b7;3;G-C-E-A;8-7-6-4;4-3-2-1;D#-G-A#-C#;4;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#maj7-1;ukulele;D#maj7;Ebmaj7;D#;Ré sustenido;sétima maior;1 3 5 7;1;G-C-E-A;8-10-10-10;1-2-3-4;D#-A#-D-G;8;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#maj7-2;ukulele;D#maj7;Ebmaj7;D#;Ré sustenido;sétima maior;1 3 5 7;2;G-C-E-A;8-7-6-5;4-3-2-1;D#-G-A#-D;5;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#maj7-3;ukulele;D#maj7;Ebmaj7;D#;Ré sustenido;sétima maior;1 3 5 7;3;G-C-E-A;3-3-3-5;1-1-1-2;A#-D#-G-D;3;"sim; dedo 1 na casa 3, cordas 1 a 3";;;A#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#m7-1;ukulele;D#m7;Ebm7;D#;Ré sustenido;menor com sétima;1 b3 5 b7;1;G-C-E-A;8-10-9-9;1-4-2-3;D#-A#-C#-F#;8;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#m7-2;ukulele;D#m7;Ebm7;D#;Ré sustenido;menor com sétima;1 b3 5 b7;2;G-C-E-A;8-6-6-4;4-2-3-1;D#-F#-A#-C#;4;não;;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#m7-3;ukulele;D#m7;Ebm7;D#;Ré sustenido;menor com sétima;1 b3 5 b7;3;G-C-E-A;3-3-2-4;2-3-1-4;A#-D#-F#-C#;2;não;;;A#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#6-1;ukulele;D#6;Eb6;D#;Ré sustenido;sexta;1 3 5 6;1;G-C-E-A;8-10-8-10;1-2-1-3;D#-A#-C-G;8;"sim; dedo 1 na casa 8, cordas 1 a 3";;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#6-2;ukulele;D#6;Eb6;D#;Ré sustenido;sexta;1 3 5 6;2;G-C-E-A;3-3-3-3;1-1-1-1;A#-D#-G-C;3;"sim; dedo 1 na casa 3, cordas 1 a 4";;;A#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#6-3;ukulele;D#6;Eb6;D#;Ré sustenido;sexta;1 3 5 6;3;G-C-E-A;8-0-6-10;2-0-1-3;D#-C-A#-G;6;não;;2;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#m6-1;ukulele;D#m6;Ebm6;D#;Ré sustenido;menor com sexta;1 b3 5 6;1;G-C-E-A;8-0-6-9;2-0-1-3;D#-C-A#-F#;6;não;;2;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#m6-2;ukulele;D#m6;Ebm6;D#;Ré sustenido;menor com sexta;1 b3 5 6;2;G-C-E-A;8-10-8-9;1-3-1-2;D#-A#-C-F#;8;"sim; dedo 1 na casa 8, cordas 1 a 3";;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#m6-3;ukulele;D#m6;Ebm6;D#;Ré sustenido;menor com sexta;1 b3 5 6;3;G-C-E-A;3-3-2-3;2-3-1-4;A#-D#-F#-C;2;não;;;A#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#dim-1;ukulele;D#dim;Ebdim;D#;Ré sustenido;diminuto;1 b3 b5;1;G-C-E-A;X-3-2-0;X-2-1-0;X-D#-F#-A;2;não;1;4;D#;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
ukulele-D#dim-2;ukulele;D#dim;Ebdim;D#;Ré sustenido;diminuto;1 b3 b5;2;G-C-E-A;8-6-5-0;3-2-1-0;D#-F#-A-A;5;não;;4;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
