id;instrumento;acorde;acorde_enarmonico;tonica;tonica_pt;qualidade;formula_intervalar;variacao;afinacao_grave_para_agudo;casas_grave_para_agudo;dedos_grave_para_agudo;notas_resultantes;casa_inicial;pestana;cordas_abafadas;cordas_soltas;baixo;dificuldade;observacoes;fonte
violao-C#aug-2;violao;C#aug;Dbaug;C#;Dó sustenido;aumentado;1 3 #5;2;E-A-D-G-B-E;9-0-X-10-10-9;1-0-X-2-3-1;C#-A-X-F-A-C#;9;"sim; dedo 1 na casa 9, cordas 1 a 6";3;2;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#aug-3;violao;C#aug;Dbaug;C#;Dó sustenido;aumentado;1 3 #5;3;E-A-D-G-B-E;9-0-7-6-6-9;3-0-2-1-1-4;C#-A-A-C#-F-C#;6;"sim; dedo 1 na casa 6, cordas 4 a 5";;2;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#sus2-1;violao;C#sus2;Dbsus2;C#;Dó sustenido;suspenso com segunda;1 2 5;1;E-A-D-G-B-E;X-4-6-6-4-4;X-1-2-3-1-1;X-C#-G#-C#-D#-G#;4;"sim; dedo 1 na casa 4, cordas 2 a 6";1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#sus2-2;violao;C#sus2;Dbsus2;C#;Dó sustenido;suspenso com segunda;1 2 5;2;E-A-D-G-B-E;X-4-X-X-4-4;X-1-X-X-1-1;X-C#-X-X-D#-G#;4;"sim; dedo 1 na casa 4, cordas 2 a 6";1,3,4;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#sus2-3;violao;C#sus2;Dbsus2;C#;Dó sustenido;suspenso com segunda;1 2 5;3;E-A-D-G-B-E;X-4-1-1-2-4;X-3-1-1-2-4;X-C#-D#-G#-C#-G#;1;"sim; dedo 1 na casa 1, cordas 3 a 4";1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#sus4-1;violao;C#sus4;Dbsus4;C#;Dó sustenido;suspenso com quarta;1 4 5;1;E-A-D-G-B-E;9-9-X-X-9-9;1-1-X-X-1-1;C#-F#-X-X-G#-C#;9;"sim; dedo 1 na casa 9, cordas 1 a 6";3,4;;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#sus4-2;violao;C#sus4;Dbsus4;C#;Dó sustenido;suspenso com quarta;1 4 5;2;E-A-D-G-B-E;X-4-4-X-X-4;X-1-1-X-X-1;X-C#-F#-X-X-G#;4;"sim; dedo 1 na casa 4, cordas 2 a 6";1,4,5;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#sus4-3;violao;C#sus4;Dbsus4;C#;Dó sustenido;suspenso com quarta;1 4 5;3;E-A-D-G-B-E;X-4-4-1-2-2;X-4-4-1-2-3;X-C#-F#-G#-C#-F#;1;não;1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#add9-1;violao;C#add9;Dbadd9;C#;Dó sustenido;com nona adicionada;1 3 5 9;1;E-A-D-G-B-E;9-8-X-8-9-9;2-1-X-1-3-4;C#-F-X-D#-G#-C#;8;"sim; dedo 1 na casa 8, cordas 2 a 4";3;;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#add9-2;violao;C#add9;Dbadd9;C#;Dó sustenido;com nona adicionada;1 3 5 9;2;E-A-D-G-B-E;X-4-3-X-4-4;X-2-1-X-3-4;X-C#-F-X-D#-G#;3;não;1,4;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#add9-3;violao;C#add9;Dbadd9;C#;Dó sustenido;com nona adicionada;1 3 5 9;3;E-A-D-G-B-E;X-4-1-1-2-1;X-3-1-1-2-1;X-C#-D#-G#-C#-F;1;"sim; dedo 1 na casa 1, cordas 3 a 6";1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#9-1;violao;C#9;Db9;C#;Dó sustenido;nona dominante;1 3 5 b7 9;1;E-A-D-G-B-E;9-8-9-8-0-9;2-1-3-1-0-4;C#-F-B-D#-B-C#;8;"sim; dedo 1 na casa 8, cordas 2 a 4";;5;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#9-2;violao;C#9;Db9;C#;Dó sustenido;nona dominante;1 3 5 b7 9;2;E-A-D-G-B-E;X-4-3-4-4-4;X-2-1-3-4-4;X-C#-F-B-D#-G#;3;não;1;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#9-3;violao;C#9;Db9;C#;Dó sustenido;nona dominante;1 3 5 b7 9;3;E-A-D-G-B-E;9-8-9-8-0-7;4-2-4-3-0-1;C#-F-B-D#-B-B;7;não;;5;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#5-1;violao;C#5;Db5;C#;Dó sustenido;quinta (power chord);1 5;1;E-A-D-G-B-E;9-11-11-X-9-9;1-2-3-X-1-1;C#-G#-C#-X-G#-C#;9;"sim; dedo 1 na casa 9, cordas 1 a 6";4;;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#5-2;violao;C#5;Db5;C#;Dó sustenido;quinta (power chord);1 5;2;E-A-D-G-B-E;9-X-X-X-9-9;1-X-X-X-1-1;C#-X-X-X-G#-C#;9;"sim; dedo 1 na casa 9, cordas 1 a 6";2,3,4;;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#5-3;violao;C#5;Db5;C#;Dó sustenido;quinta (power chord);1 5;3;E-A-D-G-B-E;X-4-6-6-X-4;X-1-2-3-X-1;X-C#-G#-C#-X-G#;4;"sim; dedo 1 na casa 4, cordas 2 a 6";1,5;;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#7b5-1;violao;C#7b5;Db7b5;C#;Dó sustenido;sétima com quinta diminuta;1 3 b5 b7;1;E-A-D-G-B-E;9-8-9-0-0-9;2-1-3-0-0-4;C#-F-B-G-B-C#;8;não;;4,5;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#7b5-2;violao;C#7b5;Db7b5;C#;Dó sustenido;sétima com quinta diminuta;1 3 b5 b7;2;E-A-D-G-B-E;X-4-3-0-0-3;X-2-1-0-0-1;X-C#-F-G-B-G;3;"sim; dedo 1 na casa 3, cordas 3 a 6";1;4,5;C#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-C#7b5-3;violao;C#7b5;Db7b5;C#;Dó sustenido;sétima com quinta diminuta;1 3 b5 b7;3;E-A-D-G-B-E;9-8-9-0-8-9;2-1-3-0-1-4;C#-F-B-G-G-C#;8;"sim; dedo 1 na casa 8, cordas 2 a 5";;4;C#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D-1;violao;D;;D;Ré;maior;1 3 5;1;E-A-D-G-B-E;10-0-0-11-10-10;1-0-0-2-1-1;D-A-D-F#-A-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D-2;violao;D;;D;Ré;maior;1 3 5;2;E-A-D-G-B-E;10-0-0-11-X-10;1-0-0-2-X-1;D-A-D-F#-X-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";5;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D-3;violao;D;;D;Ré;maior;1 3 5;3;E-A-D-G-B-E;10-0-0-11-10-X;1-0-0-2-1-X;D-A-D-F#-A-X;10;"sim; dedo 1 na casa 10, cordas 1 a 5";6;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dm-1;violao;Dm;;D;Ré;menor;1 b3 5;1;E-A-D-G-B-E;10-0-0-10-10-10;1-0-0-1-1-1;D-A-D-F-A-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dm-2;violao;Dm;;D;Ré;menor;1 b3 5;2;E-A-D-G-B-E;10-0-0-10-X-10;1-0-0-1-X-1;D-A-D-F-X-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";5;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dm-3;violao;Dm;;D;Ré;menor;1 b3 5;3;E-A-D-G-B-E;10-0-0-10-10-X;1-0-0-1-1-X;D-A-D-F-A-X;10;"sim; dedo 1 na casa 10, cordas 1 a 5";6;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D7-1;violao;D7;;D;Ré;sétima dominante;1 3 5 b7;1;E-A-D-G-B-E;10-0-10-11-10-10;1-0-1-2-1-1;D-A-C-F#-A-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";;2;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D7-2;violao;D7;;D;Ré;sétima dominante;1 3 5 b7;2;E-A-D-G-B-E;X-X-0-2-1-2;X-X-0-2-1-3;X-X-D-A-C-F#;1;não;1,2;3;D;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D7-3;violao;D7;;D;Ré;sétima dominante;1 3 5 b7;3;E-A-D-G-B-E;10-0-0-7-7-8;3-0-0-1-1-2;D-A-D-D-F#-C;7;"sim; dedo 1 na casa 7, cordas 4 a 5";;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dmaj7-1;violao;Dmaj7;;D;Ré;sétima maior;1 3 5 7;1;E-A-D-G-B-E;X-X-0-2-2-2;X-X-0-1-1-1;X-X-D-A-C#-F#;2;"sim; dedo 1 na casa 2, cordas 4 a 6";1,2;3;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dmaj7-2;violao;Dmaj7;;D;Ré;sétima maior;1 3 5 7;2;E-A-D-G-B-E;10-0-11-11-10-10;1-0-2-3-1-1;D-A-C#-F#-A-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";;2;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dmaj7-3;violao;Dmaj7;;D;Ré;sétima maior;1 3 5 7;3;E-A-D-G-B-E;10-0-0-11-10-9;2-0-0-4-3-1;D-A-D-F#-A-C#;9;não;;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dm7-1;violao;Dm7;;D;Ré;menor com sétima;1 b3 5 b7;1;E-A-D-G-B-E;10-0-10-10-10-10;1-0-1-1-1-1;D-A-C-F-A-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";;2;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dm7-2;violao;Dm7;;D;Ré;menor com sétima;1 b3 5 b7;2;E-A-D-G-B-E;10-0-0-10-10-8;2-0-0-3-4-1;D-A-D-F-A-C;8;não;;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dm7-3;violao;Dm7;;D;Ré;menor com sétima;1 b3 5 b7;3;E-A-D-G-B-E;10-0-10-10-X-10;1-0-1-1-X-1;D-A-C-F-X-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";5;2;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D6-1;violao;D6;;D;Ré;sexta;1 3 5 6;1;E-A-D-G-B-E;10-0-0-11-0-10;1-0-0-2-0-1;D-A-D-F#-B-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";;2,3,5;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D6-2;violao;D6;;D;Ré;sexta;1 3 5 6;2;E-A-D-G-B-E;X-X-0-2-0-2;X-X-0-1-0-1;X-X-D-A-B-F#;2;"sim; dedo 1 na casa 2, cordas 4 a 6";1,2;3,5;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D6-3;violao;D6;;D;Ré;sexta;1 3 5 6;3;E-A-D-G-B-E;10-0-0-11-0-X;1-0-0-2-0-X;D-A-D-F#-B-X;10;não;6;2,3,5;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dm6-1;violao;Dm6;;D;Ré;menor com sexta;1 b3 5 6;1;E-A-D-G-B-E;10-0-0-10-0-10;1-0-0-1-0-1;D-A-D-F-B-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";;2,3,5;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dm6-2;violao;Dm6;;D;Ré;menor com sexta;1 b3 5 6;2;E-A-D-G-B-E;10-0-0-10-0-X;1-0-0-1-0-X;D-A-D-F-B-X;10;"sim; dedo 1 na casa 10, cordas 1 a 4";6;2,3,5;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dm6-3;violao;Dm6;;D;Ré;menor com sexta;1 b3 5 6;3;E-A-D-G-B-E;10-0-9-10-0-10;2-0-1-3-0-4;D-A-B-F-B-D;9;não;;2,5;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Ddim-1;violao;Ddim;;D;Ré;diminuto;1 b3 b5;1;E-A-D-G-B-E;10-8-0-10-9-10;3-1-0-4-2-4;D-F-D-F-G#-D;8;não;;3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Ddim-2;violao;Ddim;;D;Ré;diminuto;1 b3 b5;2;E-A-D-G-B-E;10-11-0-10-9-10;2-4-0-3-1-4;D-G#-D-F-G#-D;9;não;;3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Ddim-3;violao;Ddim;;D;Ré;diminuto;1 b3 b5;3;E-A-D-G-B-E;X-X-0-1-X-1;X-X-0-1-X-1;X-X-D-G#-X-F;1;"sim; dedo 1 na casa 1, cordas 4 a 6";1,2,5;3;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Daug-1;violao;Daug;;D;Ré;aumentado;1 3 #5;1;E-A-D-G-B-E;10-9-0-11-11-10;2-1-0-4-4-3;D-F#-D-F#-A#-D;9;não;;3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Daug-2;violao;Daug;;D;Ré;aumentado;1 3 #5;2;E-A-D-G-B-E;X-X-0-3-3-2;X-X-0-2-3-1;X-X-D-A#-D-F#;2;não;1,2;3;D;iniciante;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Daug-3;violao;Daug;;D;Ré;aumentado;1 3 #5;3;E-A-D-G-B-E;10-X-0-11-11-10;1-X-0-2-3-1;D-X-D-F#-A#-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";2;3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dsus2-1;violao;Dsus2;;D;Ré;suspenso com segunda;1 2 5;1;E-A-D-G-B-E;10-0-0-9-10-0;2-0-0-1-3-0;D-A-D-E-A-E;9;não;;2,3,6;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dsus2-2;violao;Dsus2;;D;Ré;suspenso com segunda;1 2 5;2;E-A-D-G-B-E;10-0-0-X-10-0;1-0-0-X-1-0;D-A-D-X-A-E;10;"sim; dedo 1 na casa 10, cordas 1 a 5";4;2,3,6;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dsus2-3;violao;Dsus2;;D;Ré;suspenso com segunda;1 2 5;3;E-A-D-G-B-E;10-0-0-9-10-10;2-0-0-1-3-4;D-A-D-E-A-D;9;não;;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dsus4-1;violao;Dsus4;;D;Ré;suspenso com quarta;1 4 5;1;E-A-D-G-B-E;10-0-0-0-10-10;1-0-0-0-1-1;D-A-D-G-A-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";;2,3,4;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dsus4-2;violao;Dsus4;;D;Ré;suspenso com quarta;1 4 5;2;E-A-D-G-B-E;10-10-0-0-10-10;1-1-0-0-1-1;D-G-D-G-A-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";;3,4;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dsus4-3;violao;Dsus4;;D;Ré;suspenso com quarta;1 4 5;3;E-A-D-G-B-E;10-0-0-0-X-10;1-0-0-0-X-1;D-A-D-G-X-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";5;2,3,4;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dadd9-1;violao;Dadd9;;D;Ré;com nona adicionada;1 3 5 9;1;E-A-D-G-B-E;10-0-0-11-10-0;1-0-0-2-1-0;D-A-D-F#-A-E;10;"sim; dedo 1 na casa 10, cordas 1 a 5";;2,3,6;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dadd9-2;violao;Dadd9;;D;Ré;com nona adicionada;1 3 5 9;2;E-A-D-G-B-E;10-9-0-9-10-0;2-1-0-1-3-0;D-F#-D-E-A-E;9;"sim; dedo 1 na casa 9, cordas 2 a 4";;3,6;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-Dadd9-3;violao;Dadd9;;D;Ré;com nona adicionada;1 3 5 9;3;E-A-D-G-B-E;10-0-0-11-X-0;1-0-0-2-X-0;D-A-D-F#-X-E;10;não;5;2,3,6;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D9-1;violao;D9;;D;Ré;nona dominante;1 3 5 b7 9;1;E-A-D-G-B-E;10-0-10-11-10-0;1-0-1-2-1-0;D-A-C-F#-A-E;10;"sim; dedo 1 na casa 10, cordas 1 a 5";;2,6;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D9-2;violao;D9;;D;Ré;nona dominante;1 3 5 b7 9;2;E-A-D-G-B-E;10-9-10-9-10-0;2-1-3-1-4-0;D-F#-C-E-A-E;9;"sim; dedo 1 na casa 9, cordas 2 a 4";;6;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D9-3;violao;D9;;D;Ré;nona dominante;1 3 5 b7 9;3;E-A-D-G-B-E;10-0-10-11-X-0;1-0-1-2-X-0;D-A-C-F#-X-E;10;"sim; dedo 1 na casa 10, cordas 1 a 3";5;2,6;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D5-1;violao;D5;;D;Ré;quinta (power chord);1 5;1;E-A-D-G-B-E;10-0-0-X-10-10;1-0-0-X-1-1;D-A-D-X-A-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";4;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D5-2;violao;D5;;D;Ré;quinta (power chord);1 5;2;E-A-D-G-B-E;10-0-0-X-X-10;1-0-0-X-X-1;D-A-D-X-X-D;10;"sim; dedo 1 na casa 10, cordas 1 a 6";4,5;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D5-3;violao;D5;;D;Ré;quinta (power chord);1 5;3;E-A-D-G-B-E;10-0-0-X-10-X;1-0-0-X-1-X;D-A-D-X-A-X;10;"sim; dedo 1 na casa 10, cordas 1 a 5";4,6;2,3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D7b5-1;violao;D7b5;;D;Ré;sétima com quinta diminuta;1 3 b5 b7;1;E-A-D-G-B-E;X-X-0-1-1-2;X-X-0-1-1-2;X-X-D-G#-C-F#;1;"sim; dedo 1 na casa 1, cordas 4 a 5";1,2;3;D;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D7b5-2;violao;D7b5;;D;Ré;sétima com quinta diminuta;1 3 b5 b7;2;E-A-D-G-B-E;10-9-0-7-9-8;4-3-0-1-4-2;D-F#-D-D-G#-C;7;não;;3;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D7b5-3;violao;D7b5;;D;Ré;sétima com quinta diminuta;1 3 b5 b7;3;E-A-D-G-B-E;10-9-10-X-9-10;2-1-3-X-1-4;D-F#-C-X-G#-D;9;"sim; dedo 1 na casa 9, cordas 2 a 5";4;;D;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D#-1;violao;D#;Eb;D#;Ré sustenido;maior;1 3 5;1;E-A-D-G-B-E;11-10-X-0-11-11;2-1-X-0-3-4;D#-G-X-G-A#-D#;10;não;3;4;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D#-2;violao;D#;Eb;D#;Ré sustenido;maior;1 3 5;2;E-A-D-G-B-E;X-6-5-0-4-6;X-3-2-0-1-4;X-D#-G-G-D#-A#;4;não;1;4;D#;intermediário;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D#-3;violao;D#;Eb;D#;Ré sustenido;maior;1 3 5;3;E-A-D-G-B-E;11-X-X-0-11-11;1-X-X-0-1-1;D#-X-X-G-A#-D#;11;"sim; dedo 1 na casa 11, cordas 1 a 6";2,3;4;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D#m-1;violao;D#m;Ebm;D#;Ré sustenido;menor;1 b3 5;1;E-A-D-G-B-E;11-X-X-11-11-11;1-X-X-1-1-1;D#-X-X-F#-A#-D#;11;"sim; dedo 1 na casa 11, cordas 1 a 6";2,3;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
violao-D#m-2;violao;D#m;Ebm;D#;Ré sustenido;menor;1 b3 5;2;E-A-D-G-B-E;X-6-8-8-7-6;X-1-3-4-2-1;X-D#-A#-D#-F#-A#;6;"sim; dedo 1 na casa 6, cordas 2 a 6";1;;D#;avançado;"Numeração das cordas no CSV segue a ordem grave→agudo. X=abafada; 0=solta.";Dicionário anexado e voicings normalizados/gerados a partir da afinação padrão.
